age,id,became_member_on,income,F,M,O,no_gender,orig_id
69,328,20140502,47000.0,0,1,0,0,bb9cf26ad43044a3b0dd90c22bbd05d1
73,329,20170627,92000.0,0,1,0,0,0861b9ca31b741bb8b411b18f82d18f6
0,330,20170821,,0,0,0,1,599ad9ceb6f94a6283da40a556bdc262
67,331,20170813,71000.0,1,0,0,0,eefbc1aac05142aeb0ce661d3a19ae48
76,332,20180613,34000.0,1,0,0,0,cc40aaa447054294a86c75d79881e35a
55,333,20151121,53000.0,1,0,0,0,c34eaeb9e68248c382e4483328bb9867
89,334,20180623,83000.0,1,0,0,0,69b02748e2864894b9a425d079d806ca
0,335,20170201,,0,0,0,1,888e2bf068674fd6a62589c7c6218952
57,336,20180429,41000.0,0,1,0,0,717a423a31284ce1b767cad1c471d968
0,337,20160721,,0,0,0,1,a384d6c6a6d844468bc2a3afe77e9d2d
54,338,20180211,70000.0,1,0,0,0,ca900921cfdd4b11a432df6f46a3e26d
0,339,20150811,,0,0,0,1,b94c7601b17b41609daa2e3e56c3f53d
58,340,20171227,73000.0,0,1,0,0,b4a4a6b9648a45baa15f438ffb5565e9
0,341,20170815,,0,0,0,1,eee612e774e8463baa95a9743ab2385d
49,342,20171123,39000.0,0,1,0,0,1e78f244cac34e758dff086f30dbc1be
73,343,20180507,79000.0,1,0,0,0,07ebe89c877e4328b60f4e5676452ee1
58,344,20170219,76000.0,1,0,0,0,371d6b3a983547709252bbbcbedda147
51,345,20171214,70000.0,0,1,0,0,ea8a1cb1c56e42e4807e9ec27b95b97b
74,346,20160418,78000.0,0,1,0,0,709189c4727342a782cd28ad41c1b316
53,347,20150906,95000.0,0,1,0,0,c0f9e4bb1f3a4d30a34f5a835b2c97ea
61,348,20180227,32000.0,0,1,0,0,9e0369f1045443c2a83a423920155ab3
0,349,20170912,,0,0,0,1,02d206df55d54efda515783e1c525e8d
41,350,20171024,55000.0,0,1,0,0,acc3bb69130c45aca141e8aa86f41b42
64,351,20171008,95000.0,1,0,0,0,8899cbcaf33d4e4d87a3f761b5ff8cf2
0,352,20160516,,0,0,0,1,02b148f44eee4b9ca7487371472a6781
0,353,20170928,,0,0,0,1,cdc70ea5dcfa497bb0c53b3fc20f3691
42,354,20170908,75000.0,0,1,0,0,cda87c53c8434854b78be68c0cde4848
50,355,20160426,57000.0,0,1,0,0,be2b393781594f4da055ef99b4d95e48
60,356,20170903,56000.0,0,1,0,0,e8f6590b4991479eb898457e8ebf4890
57,357,20160408,83000.0,1,0,0,0,7da4476ec7234c0fa8f05d2336669212
39,358,20170407,54000.0,1,0,0,0,a0f63f6e1285445dbbdcc5d4943c843f
0,359,20170903,,0,0,0,1,c32496c5eddb45439d652b7032cac8cb
57,360,20160827,67000.0,1,0,0,0,b3ad8755d0ac47faa6e9c10954fec6a4
57,361,20171216,71000.0,0,1,0,0,fe23d94e175742209abf65cfbc684153
68,362,20160318,51000.0,0,1,0,0,4c51ba3886b84781996ca15d42af505d
83,363,20150910,114000.0,1,0,0,0,813f7ade94c14226b49b3ec4ace58718
35,364,20180102,72000.0,1,0,0,0,ee8eccee44354ee38eea7b4704514136
90,365,20180101,72000.0,1,0,0,0,58ad7189fe54463fa221873e553f3173
56,366,20180404,72000.0,0,1,0,0,1e917541b9324d93bde2bf5ec7ee21a7
0,367,20180114,,0,0,0,1,155c4892fe1748d885cfc18f619597ed
84,368,20170907,81000.0,0,1,0,0,4786c65ce3d944c09d1562bf9363541a
62,369,20180312,39000.0,0,1,0,0,a7456960b600412fa516433d4821361c
63,370,20170223,58000.0,0,1,0,0,ce9ccae3451247fc98667ef67857b116
0,371,20171207,,0,0,0,1,8087cbb0e8f642f793142adfeabda2fb
67,372,20160105,56000.0,0,1,0,0,62274260252f4b04962ec2f85295b447
68,373,20171126,50000.0,1,0,0,0,4c1c14245a1f4b138ae662fe2243342f
55,374,20170508,73000.0,0,1,0,0,9bd8945dd46d4e55b6504a0a0878ed51
0,375,20180608,,0,0,0,1,4df1ca80efca48759fa62d668378451d
0,376,20171014,,0,0,0,1,850246fb2a30414eb76ac3e091c090aa
24,377,20170207,59000.0,1,0,0,0,c93f9619abd642a684bd79953cef992c
40,378,20170815,39000.0,0,1,0,0,508e507b462a4f6cb3dd48bcd3118521
83,379,20180118,61000.0,0,1,0,0,e3cd0a0e1af5463d9cc4d18e4b7b8b63
0,380,20160104,,0,0,0,1,462445d316a446eeaf3b21bd398cb87d
0,381,20160618,,0,0,0,1,a30a693afbd74047a3796bfb7d10e740
63,382,20170316,41000.0,1,0,0,0,9ddafd9acd6e441a8ebf8845e2ac5319
59,383,20180116,59000.0,1,0,0,0,0e72fad934a74c2c97a98c525d64f738
49,384,20171207,42000.0,0,0,1,0,0d0a9ca9281248a8a35806c9ae68f872
61,385,20160612,99000.0,1,0,0,0,d11e7279219b418eb0133758d88ee285
42,386,20180613,57000.0,0,1,0,0,6be0513109fe4d738e2af7fb252fefb7
58,387,20180129,36000.0,0,1,0,0,90a221d6183c49d68dd6b2d17e67b2ba
48,388,20161021,44000.0,1,0,0,0,b3a5a87d9e1d4bc48f38945c8f4d5a2a
35,389,20170829,64000.0,0,1,0,0,027596e6ed19471392923eb833b25fd3
36,390,20180315,31000.0,0,1,0,0,f5b84c63d6514f02bed8258e627f172d
41,391,20160414,100000.0,1,0,0,0,5084c3bf96464d63bc54f298ce45aef0
83,392,20170430,73000.0,1,0,0,0,0872d0fa41104fcaaf143ddc1b81a420
53,393,20171015,87000.0,0,1,0,0,4cbe33c601a5407f8202086565c55111
0,394,20150910,,0,0,0,1,55bbada9ec754b9493ba8da9f1704331
53,395,20160115,97000.0,1,0,0,0,63682fd0e2454fe098a3aad2c76e0054
80,396,20180110,48000.0,1,0,0,0,85727ebd2e324b60839c149682294ba7
25,397,20151116,66000.0,0,1,0,0,4cce01bbc3d742c994f654f8c1ecd6b4
63,398,20151104,119000.0,0,1,0,0,b330ad2e97ca455badff7121614b225d
63,399,20160614,66000.0,1,0,0,0,611846bccd6b4c35ba48ed6b165b2c2d
56,400,20180123,109000.0,1,0,0,0,06b99e8cc24b426f8a578c749974b88a
43,401,20171004,59000.0,0,1,0,0,e262142cfb3f4c87ab26ba7dd09562aa
58,402,20160314,58000.0,1,0,0,0,78364f0145d342c2bd44a169cfb9c332
59,403,20170123,59000.0,0,1,0,0,1e90d5a75b1d47e6ac495c37399705da
49,404,20180318,104000.0,0,1,0,0,c7456a584a65425188c13311390e53c5
63,405,20170912,70000.0,1,0,0,0,b432b74402bb4981a4651c8df1670365
42,406,20151210,94000.0,0,1,0,0,d6e40d21be454a08853aeafbd3532647
52,407,20180117,57000.0,1,0,0,0,b6874ec74838469482e7bcce0251acdd
57,408,20180408,37000.0,1,0,0,0,a04fcfd571034456aaa6d56c0a3fd9b6
56,409,20171109,59000.0,1,0,0,0,16ed3ce3996c4f729d597126b8200203
80,410,20171015,87000.0,0,1,0,0,79d6e0ec46a8486a9df7b24552be074b
43,411,20160211,52000.0,0,1,0,0,dce9bfaf37e64b75b5c40866cfe71c80
54,412,20171114,70000.0,0,1,0,0,09e73eeb14874fe69467f8c123091f50
28,413,20161111,73000.0,0,1,0,0,42e511d82add46d4b0038ab71015f1b5
57,414,20171008,95000.0,1,0,0,0,f26062d4f14f464eb345f487f0e912d4
71,415,20150310,67000.0,0,1,0,0,3f297d8938564fdbbcd73db63bc8ce54
0,416,20171029,,0,0,0,1,5749731ed31948abb540a956963926ba
64,417,20180418,112000.0,1,0,0,0,cffd46a4ad444357a62f3929cd07a072
20,418,20140531,49000.0,0,1,0,0,576e6eed3c6a4ac682ebd35b7ea672f4
0,419,20150822,,0,0,0,1,901e3bdd943244ccb87af0ed7dcf0680
0,420,20150827,,0,0,0,1,c8503ad4841d45dc9002b4144f4028a5
36,421,20170423,58000.0,1,0,0,0,55c69bafc66d4bf6a7df7f1f752c1b38
45,422,20161004,99000.0,1,0,0,0,b427c95a76904412885fa43e1b6db748
71,423,20141217,65000.0,0,1,0,0,aec66f67b80548d29897b26f83d139de
67,424,20180601,89000.0,0,1,0,0,6e43570e4517416cb3bcadd49d3da70f
72,425,20160922,81000.0,1,0,0,0,5fc96150a4994e3c982e723d06d35e8b
51,426,20180512,100000.0,0,1,0,0,227f2d69e46a4899b70d48182822cff6
0,427,20170419,,0,0,0,1,a2eab1f4ba0c4d339de106c93d509679
48,428,20170919,68000.0,0,1,0,0,d2d8012642ec43e09c18dd814bd1ec6c
53,429,20180410,60000.0,0,1,0,0,bf60d102f38c4f2aacb09c2df487b7fc
25,430,20180215,53000.0,0,1,0,0,75da3f6ef64b4bdebc1045dfa2bbb546
79,431,20180110,85000.0,1,0,0,0,3115295d227b45ba918d691687350672
19,432,20180624,32000.0,0,1,0,0,80712efd45a84787b08074798ac40429
28,433,20180411,49000.0,1,0,0,0,30333ea9ee1e4405adf1b5c54dd60553
56,434,20140611,76000.0,0,1,0,0,bb0f25e23a4c4de6a645527c275cd594
44,435,20140319,37000.0,0,1,0,0,81d1298cca294146801c6c086a616399
25,436,20171225,40000.0,0,1,0,0,76919022666747ffb747b52151ba992b
61,437,20180113,78000.0,1,0,0,0,4866a2c8fedd46b98dc2c695f8cc5840
34,438,20170922,59000.0,0,1,0,0,09020cacd73b48a7b1d1310dd9ca004b
41,439,20171210,37000.0,1,0,0,0,597bcbdab11c4236aaf895ca94d9aa60
44,440,20161204,51000.0,0,1,0,0,b8dc729c581045a59f2186c210c5a06c
51,441,20180629,92000.0,1,0,0,0,d7282e3f7eec4cc5a38212189af80d2e
47,442,20171109,44000.0,0,1,0,0,8b5f5a1b1c43427ba7fb1e8e307a05e3
63,443,20180707,70000.0,1,0,0,0,055a06b9a6ad42fcaa1fe7706b5e21aa
62,444,20171126,61000.0,0,1,0,0,fc41f98eaccc4c6e9ba3d3361714c527
66,445,20180703,71000.0,0,1,0,0,3f244f4dea654688ace14acb4f0257bb
62,446,20171208,70000.0,0,1,0,0,05dedca5b2034055a64979a2c28b3477
83,447,20160410,88000.0,0,1,0,0,93893ec00b5346228088f867e6164b1e
43,448,20180627,58000.0,0,1,0,0,ff298e06fee240039dfd761a0a2ea25e
66,449,20161204,94000.0,1,0,0,0,eaaa456d803e49798017100b16fda6c5
70,450,20171118,44000.0,0,1,0,0,c8d495a12bd049489dd2d185cd20bfc3
65,451,20180112,66000.0,1,0,0,0,be7ff3cb6bf84ce395471e52b64b70c6
33,452,20161106,54000.0,1,0,0,0,6a619d10e88f489eae05ceb9a8f5b178
63,453,20180726,78000.0,0,1,0,0,b65eaba56d124588aed15c484db427a8
77,454,20170801,42000.0,0,1,0,0,d3027a3344e443869ffd7b39aa99acc8
49,455,20171016,57000.0,1,0,0,0,c2c72ce6038644c797208046d1e3498a
53,456,20170123,104000.0,0,1,0,0,ca369d4c5c0c4bb996bf78ec0b65775b
61,457,20160228,87000.0,1,0,0,0,5979ee1e3e744c98afd9f72d9be32546
60,458,20151215,38000.0,0,1,0,0,35ad0c309d7743e6bb03025ee6008100
0,459,20151028,,0,0,0,1,747a2170abe34708aefe3c6de2b96241
44,460,20170918,60000.0,1,0,0,0,6c0c0bacbe0b455c9c0a4ed0f72eb2f9
69,461,20150622,62000.0,0,1,0,0,7170e85765bb4fd580035c6469620252
39,462,20180524,71000.0,0,1,0,0,30f768e59835437d86743fd5daad69e3
38,463,20150326,55000.0,1,0,0,0,8e9cc6311a2e450c9d95f98f1f10c17e
83,464,20171223,99000.0,1,0,0,0,1ccdd48ea41247248269cb0c5805ca12
63,465,20160124,94000.0,1,0,0,0,ec290c4f5c204a4c85f256ee190bd583
41,466,20151015,41000.0,1,0,0,0,b3e4bca407e849568ceec8454336bc24
54,467,20171112,39000.0,0,1,0,0,32e149f18abe4a0a8555707ea9e99749
0,468,20180214,,0,0,0,1,d60b6ba27b854d82a66e92c81cc776ef
41,469,20180126,55000.0,0,1,0,0,adeaeb917eac4f4ab806e68981a51703
0,470,20160623,,0,0,0,1,459b2f93d34d46c9aa44614ec2ad27f5
0,471,20170903,,0,0,0,1,ebc85038459d4aa59ba91d0a884e494b
56,472,20170922,69000.0,1,0,0,0,7f0124b2a6e94e8fba10c4055d8edde3
0,473,20170328,,0,0,0,1,7f162ea908464199a7c80d2573c532a9
50,474,20180118,98000.0,0,1,0,0,4fb0ad91097a4e6984f2ba6891274520
58,475,20151123,55000.0,0,1,0,0,4051d8962dfd4b39ab77d39f6440ccb8
39,476,20170425,61000.0,0,1,0,0,25ff4f5d2d354e599980dc5fd3f50021
60,477,20170926,55000.0,1,0,0,0,87cef380122f4b21bd8b60979340eb2b
60,478,20160906,74000.0,1,0,0,0,efeaf350ca114cf685a0e15c482b74fa
24,479,20180703,38000.0,0,1,0,0,d7d78a3fabfc4f53883e5fa624c3d612
48,480,20161130,57000.0,0,1,0,0,580282318a424572b41b1ad3516eb976
50,481,20180326,110000.0,0,1,0,0,3c1242f9a15a402a98184fb10cb766b3
41,482,20170730,67000.0,1,0,0,0,5db55c030129497396446c4d07e15380
45,483,20150504,84000.0,0,1,0,0,f9396c7c3707431a9ca1407e37260b19
48,484,20160709,93000.0,0,1,0,0,c036caeb35f744da8c3c36ddfa002bf3
59,485,20180201,87000.0,0,1,0,0,86cd0fa338aa4d73a57d55c3801d7f2a
43,486,20180423,45000.0,0,1,0,0,9cc0fab8e4404b9eb8c8837aaf60655b
56,487,20171021,67000.0,1,0,0,0,6626b0fcb1f5451b89c2011c9c01e186
54,488,20161206,93000.0,0,1,0,0,17e445a1d599462983560919c20009df
48,489,20180722,47000.0,1,0,0,0,854128de8f934c7ab4c967829fe53711
0,490,20180218,,0,0,0,1,18b8be9637384abe9d13e30a8e00c33d
0,491,20150816,,0,0,0,1,ca85d857e3804e97a4aaf4bd64c75237
0,492,20170205,,0,0,0,1,989e7b86a4f54af1b550970806313851
63,493,20171226,49000.0,0,1,0,0,319abe74a62949209cb8a5531f89b3fd
0,494,20150930,,0,0,0,1,f9aacdb4fa954446a6f1ea22ecd7b961
47,495,20171202,35000.0,0,1,0,0,62db888b21974136981082c0b8ec6d64
52,496,20160830,56000.0,0,1,0,0,903101be9bd74ab7b84486358464ad93
58,497,20160905,78000.0,1,0,0,0,ef0dcb0bddc54f3595846a87bd1237ef
78,498,20150509,39000.0,0,1,0,0,5cd3b3a0e5284df1adf8cca2f59ed28f
43,499,20140701,40000.0,0,1,0,0,9c48c9b259b042f2b7cebe52df7fc36b
68,500,20170806,61000.0,0,1,0,0,0a5431e766764fc09ef2e123c930b212
18,501,20150503,48000.0,0,1,0,0,1a17eef552164fa79276342fc46c9364
39,502,20160919,85000.0,1,0,0,0,5eb5877aa40744bdb8b147b60295dd61
74,503,20180721,99000.0,0,1,0,0,3004ddb762fe4b399a1839a648568095
53,504,20170119,98000.0,1,0,0,0,dbb7655f713f4c2a8a64dc776356c08b
61,505,20150923,67000.0,1,0,0,0,d5f5fd09f88541658e616b46df7f6576
23,506,20180428,54000.0,0,1,0,0,7be9450df7d045f1b7bf07991a193315
46,507,20171109,55000.0,0,1,0,0,10c4dfe0dd3940a4bc00b19c3e750764
51,508,20170827,78000.0,0,1,0,0,f6581b347e914638a6e04e3a5285a31d
77,509,20180407,86000.0,0,1,0,0,3a19b640335a4674859c23ee5354ac99
79,510,20171026,91000.0,1,0,0,0,50429444a86a4298a64522417070096b
41,511,20150514,41000.0,0,1,0,0,ab1ceb3bfc0b47f0b24685f94542aa05
60,512,20160217,78000.0,1,0,0,0,cb4a0508e95e41b8a57c59d69a20f06d
54,513,20171123,47000.0,1,0,0,0,f50ee71f3a3c4d169237ae56e44d13c7
63,514,20150920,89000.0,0,0,1,0,01f46a5191424005af436cdf48a5da7c
73,515,20180414,76000.0,0,1,0,0,af15533a5b1a42a98e767fc9103e325c
47,516,20180211,77000.0,0,1,0,0,ec5800ee8ae040708487b6473b1fbefc
84,517,20160401,82000.0,0,1,0,0,3db2add6525849fe9232085feda62d60
0,518,20180422,,0,0,0,1,9de54389816342449e445db1d75d341d
20,519,20170901,56000.0,0,1,0,0,b6859fb6765f401882193edfe8b76360
24,520,20150118,35000.0,1,0,0,0,c80e5ece0bfc4cec9e2116935adc3958
58,521,20170310,71000.0,1,0,0,0,fcb6487bac7f4427ac8c7f648adfb4e2
35,522,20170928,40000.0,0,1,0,0,35f2d25487e04bf09865c4be7497d184
0,523,20170731,,0,0,0,1,683d4ab8958245f28bad581931ef14cb
57,524,20170806,33000.0,0,1,0,0,05ad6da25fcf4ea483562a4233cc345f
87,525,20150410,55000.0,0,1,0,0,93534b7c68e44474a67b2c41fe95ecaa
86,526,20150506,84000.0,1,0,0,0,f7e127d8fc04493385ae51a3b3f6411c
57,527,20180117,100000.0,1,0,0,0,f92d608f58bf40178cc3c9568750c559
61,528,20171022,112000.0,0,1,0,0,b50fd78643e1452386190ae9c8366b56
25,529,20171021,53000.0,0,1,0,0,662f3247f37c4ae7a2abb8f6e266a633
38,530,20150513,31000.0,0,1,0,0,e296bfe8daed4c889800d3765c2d5d75
94,531,20141128,50000.0,0,1,0,0,00bbce6533f44ddeaf4dd32bcab55441
59,532,20151212,61000.0,0,1,0,0,e54b14de96bb4166bf1db3919de76f1b
49,533,20171231,73000.0,1,0,0,0,c75b0d5cf82a494b970d0d6d4445ffa0
61,534,20160614,72000.0,1,0,0,0,40ca4949bc5d4567b2521ce9a1ddd6e8
0,535,20170501,,0,0,0,1,3d63a807a77c4a5686a7515f65bb86a6
31,536,20171101,64000.0,0,1,0,0,4acdbe18bbbc467b804ca376ac74e0a1
75,537,20171102,53000.0,1,0,0,0,ae2f9e0ed70f4f3b8667ae2ce7e7e15d
0,538,20171219,,0,0,0,1,98b42c921d7c4b51b74959396f40b05a
0,539,20150809,,0,0,0,1,06b1031271174d8596c1996478f07ede
51,540,20180405,65000.0,0,1,0,0,cf93931b28464b4884810c9f504edfe8
68,541,20171201,74000.0,0,1,0,0,523e72f640ea4855a1648326440d1368
86,542,20180524,71000.0,0,1,0,0,91e8ec094d0a4e1ba88bf1b346c62762
62,543,20180707,117000.0,1,0,0,0,a453d70e85fd493f9584570a3dae58a8
61,544,20180627,64000.0,0,1,0,0,c3b7848d96014017ad1272188e170554
0,545,20180722,,0,0,0,1,30157b7fc37f43f2ae7ccd9edfe0b672
63,546,20180627,57000.0,1,0,0,0,b8279605177341faa5a65c6587c1db9c
26,547,20171204,52000.0,1,0,0,0,fe02a12cef324b44af769a3710e7f8fd
50,548,20151102,77000.0,1,0,0,0,a8f4008479514225845105e0fb4e30ca
0,549,20170902,,0,0,0,1,6878e89f853c4691b765ae71386dbe09
45,550,20170625,93000.0,1,0,0,0,0ac4ad9e2a114350a35d4bd48cb92617
88,551,20160214,64000.0,1,0,0,0,2be977c63b8a41ffa2d6138f692cd7b7
50,552,20170908,92000.0,1,0,0,0,1dc38ca39f8440399792bedbf3e4ee84
65,553,20170909,119000.0,1,0,0,0,9aba5058cb4f483da896335a1479a944
0,554,20150729,,0,0,0,1,fe4ce71deebb41efa852e9107c80870e
55,555,20170717,76000.0,0,1,0,0,5063e15e15b849e9a05c49ab68e9f2d9
71,556,20160406,95000.0,0,1,0,0,7e527b19f70b4aeeb1e99ed78aca1598
34,557,20150925,46000.0,1,0,0,0,8c0d71b9f13b4906a7be84a55cc57e27
81,558,20170825,65000.0,0,1,0,0,696493b9f616411a878d4a9b946e6196
0,559,20180607,,0,0,0,1,82a588087e444bac93828ba40fafdd56
65,560,20130822,98000.0,1,0,0,0,1f3375bf55ad4d6d9fe17395db638f98
0,561,20160605,,0,0,0,1,2afcff4b5f4c42fc98b0280a0c8febc9
0,562,20160922,,0,0,0,1,6014a8e264474a45a265cbd96aded6f8
63,563,20180326,62000.0,1,0,0,0,54a637c5dd8b429d82815e71d3f4ac26
73,564,20160527,58000.0,0,1,0,0,2956c29de4bb442cb1959389dfc541ca
84,565,20180125,77000.0,1,0,0,0,6e87e9e5ecc847849e15939467ac7d4c
0,566,20170828,,0,0,0,1,7ca349e55ff544c7a13addfdea2e2c06
55,567,20180613,62000.0,1,0,0,0,6ec36134940f43aeb43cffa2011a6d26
63,568,20170924,70000.0,0,1,0,0,d791a7a91a0343c4885594c348211fb2
24,569,20180416,51000.0,1,0,0,0,461e13a14a074077b3ebd7ad0174e02b
36,570,20130730,74000.0,0,1,0,0,dbb4766b7dd94ca2b83a855312a3ebe9
56,571,20160607,69000.0,0,1,0,0,0b86e2ad1f2140db8dc4db1b71e1e73a
65,572,20170502,119000.0,1,0,0,0,440244d2fe344c3c99478e7aefc1facd
75,573,20180623,75000.0,0,1,0,0,22617705eec442e0b7b43e5c5f56fb17
71,574,20160720,114000.0,0,1,0,0,55d72207fe92480a8cd03bdd46e1fe84
71,575,20171224,118000.0,0,1,0,0,e1581a9a6ff04491bb5342143cd4876d
61,576,20170425,39000.0,0,1,0,0,ae37927ce8524f43b2174b77d89263a3
73,577,20180316,88000.0,0,0,1,0,644ac06dc9b34a5bbd237a465cf47571
19,578,20180321,73000.0,0,1,0,0,4c4f170b362f4e539e89251a27cb37cc
64,579,20170724,34000.0,1,0,0,0,a200b438d32b4faa98f2b914b1ba7937
66,580,20171020,112000.0,1,0,0,0,70938b2cdda040a4b513a39d9ac381ed
37,581,20180224,59000.0,0,1,0,0,dbb37c0caad54f4a979a8121de79d0a2
22,582,20161220,49000.0,0,1,0,0,e112df4e6aba4ff79790a75e7304cbc5
54,583,20180719,96000.0,1,0,0,0,421260f3c6cf49018be314fa93446ff9
62,584,20180105,73000.0,0,1,0,0,e7a9b8f3ac29471ea6c0baf4ae2c97aa
50,585,20180106,75000.0,1,0,0,0,55540073b2be424a9729852465b1b8df
80,586,20170726,87000.0,1,0,0,0,532638c9f8d942a5bb39688d2f8bac20
55,587,20150923,112000.0,0,1,0,0,3ade1139f5ba498087716e9735366da3
40,588,20170303,50000.0,0,1,0,0,4b2a9054c3024ff5be7b0b7196159b62
43,589,20151218,52000.0,0,1,0,0,3cabd0099961416b9810043e7eb0f743
61,590,20170205,53000.0,0,1,0,0,46c1046acb4b4f29840ba3d55ba5682d
32,591,20170531,43000.0,1,0,0,0,bfea1616533f4ca0971407dc5a63b7c7
0,592,20150928,,0,0,0,1,44714042b21e44e4ac10754bbdda8347
68,593,20170903,32000.0,1,0,0,0,1cf78b092c964dbbaf4fc82cbaed6c54
66,594,20170821,104000.0,1,0,0,0,b30df99d6d0a4544a7d8f2beb79f7a68
36,595,20171226,35000.0,0,1,0,0,490b282bfc3945df8ac3bbe54dd400fe
38,596,20171019,60000.0,0,1,0,0,c0c3517fdf1b41ceac16d5432c7a4aa5
80,597,20150728,54000.0,1,0,0,0,c35b03c286fa44bea8a1739558a87d3f
82,598,20180123,68000.0,1,0,0,0,8edaf0e1d7e44db4a81f2c3acec22665
45,599,20151027,74000.0,0,1,0,0,3446d272fcef4bd28e88300d1163840a
89,600,20171026,63000.0,0,1,0,0,3a81d2ae9b694b308874cff5e4505290
45,601,20171207,94000.0,1,0,0,0,431c4c38270f43aba599470ac6ec0e7a
59,602,20180405,35000.0,0,1,0,0,131d42c477cf4ea9a4823922d1f3f831
22,603,20180322,44000.0,0,1,0,0,d69bf082f38d48af93839c66b66375dc
67,604,20170714,50000.0,1,0,0,0,de938b5f2be14afe96fbf02398907c2c
30,605,20161205,41000.0,1,0,0,0,03374e3f14564b36a7138154ed8c194a
0,606,20170415,,0,0,0,1,25b4b4120a1a4cb6b7c6bc929a419ba6
56,607,20180402,88000.0,0,1,0,0,c9fe2208e4da432898d61a0340743613
53,608,20160114,100000.0,1,0,0,0,11d7a9296e35432f8a34b21e337529fb
0,609,20150823,,0,0,0,1,59a12422f837467894ff33fafbc01d70
0,610,20151210,,0,0,0,1,149f67791ca9431bb9c27f9f59a4435a
32,611,20161028,58000.0,0,1,0,0,af44c9f11887442aabb07c86e31be442
51,612,20160223,73000.0,1,0,0,0,d72d201be5794279aa716d8ad82b8d90
38,613,20171225,66000.0,1,0,0,0,f707d8ac81e84b6a82d6ef640ca4a22c
52,614,20140113,45000.0,1,0,0,0,6cabe7c6741e4f0eb048ca7db74aadc3
0,615,20161008,,0,0,0,1,ecd3d9913d5b48d2bd60aa7f73fee1cc
55,616,20160908,68000.0,0,1,0,0,d0ca8c271d754b7b9c565443d676d61f
81,617,20171009,41000.0,0,1,0,0,25d13cfaeaa94d1e9c72eac919a40e64
55,618,20171103,78000.0,0,1,0,0,7ab94387072343aabaa1ffc5c1048d9e
51,619,20140202,67000.0,1,0,0,0,bd7528c4abbe4c4db28fa0b6a20e2c4c
0,620,20160429,,0,0,0,1,df6fd073309e42ecb1ab53d3daa6e13b
71,621,20150904,74000.0,1,0,0,0,0caa5fbb22264d78a9608ce3761761e7
45,622,20160303,84000.0,0,1,0,0,59f3d232e63e4963a3855130683f38ce
0,623,20160802,,0,0,0,1,e15b25ab55b1440caab573be8e8c5afc
0,624,20160305,,0,0,0,1,57dd6c2aaa1b45c88fabf6f52a38829a
49,625,20151016,71000.0,0,1,0,0,094630a89b2e45129af4384494385492
62,626,20170920,48000.0,0,1,0,0,111b40bd65784e179b2e7ba13c481ca2
65,627,20151016,99000.0,1,0,0,0,4324b549f593457696d336c2925ee12f
0,628,20180203,,0,0,0,1,d04b09c1ae754602aa52f3edad0660e2
50,629,20180109,63000.0,1,0,0,0,c224c3eb8ca34ea0b5c5f2981cb4085f
20,630,20180203,60000.0,1,0,0,0,79aa711ee90c4297b1c6cb6f7d40421a
49,631,20180430,31000.0,1,0,0,0,993f1b479403428d9a7af63109cd7d94
55,632,20170924,83000.0,0,1,0,0,40b18766e22647e3ac27f7ae7c4844d5
58,633,20141024,54000.0,0,1,0,0,013094309e1b49e095c098df412d125d
0,634,20160607,,0,0,0,1,2fc58eaff9bb4ee59d04021408f62d77
95,635,20170913,64000.0,1,0,0,0,5638a1d0d55a4556a64a87118fdfe695
83,636,20180112,99000.0,1,0,0,0,8bf702aaba5244bfaa580aca1189922b
56,637,20160214,70000.0,1,0,0,0,0f792a0ea8cb4a6c86cf52c055f1510f
66,638,20170523,54000.0,0,1,0,0,f4c75d8d43054e86993529f63ca54f00
87,639,20170808,74000.0,0,1,0,0,797b15c1a31f4de39696400b7f768567
0,640,20160824,,0,0,0,1,fcaccfeda18b4ac08d5a25b64b4368f2
55,641,20160826,89000.0,0,1,0,0,54658f58643948239b5f782535922002
52,642,20170801,114000.0,1,0,0,0,6dae9375dafb4329b4d69ebbd04fdca7
59,643,20161226,83000.0,1,0,0,0,309e6ef35e8746ec9031a781304bd5cd
59,644,20160515,51000.0,1,0,0,0,20260caf2ea641a882c2127ed2073a4e
49,645,20171128,74000.0,1,0,0,0,026876bc8c6a4e0c8e330342c92cc844
62,646,20140404,46000.0,1,0,0,0,89cf536cbae74755a29d55a89ed175b9
56,647,20150826,80000.0,1,0,0,0,e58ffa65111b459c9d6d98b0e137d4b7
51,648,20170401,97000.0,1,0,0,0,5a89bd9fa2374a81bba2373dee6ffbc9
47,649,20140608,62000.0,1,0,0,0,21eef0356f42406c9e70c5e1c03ab378
38,650,20160413,96000.0,0,1,0,0,bc351f17150242ccb1f083309179951f
43,651,20180709,44000.0,0,1,0,0,aada49f7ba684e51a630dbf5d2a12b6c
43,652,20161021,72000.0,0,1,0,0,acd7dc8df1384ba8bf49dd10a028378b
49,653,20151106,84000.0,0,1,0,0,1ff988aa1d75494292e08eeb2069af18
36,654,20170925,57000.0,1,0,0,0,c382ccba648a45b0bb55f3465df838aa
45,655,20161124,58000.0,1,0,0,0,93c230e2ff31416c9fc190cd560f8653
0,656,20180331,,0,0,0,1,7cca188abff447d0ae07fa3e8a8f1dda
53,657,20180609,95000.0,0,1,0,0,d41fa9b8c2e24a1d94caa890c53bbcf6
43,658,20170806,60000.0,0,1,0,0,99f82310db3242c593d47b848ce581bb
